round,rows_before_solve,status,native_status,has_incumbent,requested_gap_certified,objective,bound,mip_gap,partial_integer_mip_start_columns,adapter_wall_seconds,native_solve_seconds,screen_completed,screen_wall_seconds,screen_new_violated_pairs,screen_maximum_violation_pu
1,8788,FeasibleFound,FeasibleFound,True,True,1118442.3846114445,1118297.1059715485,0.00012989371816872662,0,5.572940904996358,5.181347568,True,1.078850694000721,173,2.0459100279199696
2,8961,Infeasible,Infeasible,False,False,,,,432,1659.012212881993,1658.462986885,False,,,
